date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:48:22	4519/4519	---M--	200	added ('OK')	image/png	etag:%2211a7-623282bfa472a%22	https://techzaa.in/lahomes/admin/assets/images/logo-light.png	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/assets/images/logo-light.png	(from https://techzaa.in/lahomes/admin/index.html)
08:48:22	109758/109758	---M-Z	200	added ('OK')	text/html	etag:%221acbe-6267320dc856f-gzip%22	https://techzaa.in/lahomes/admin/dashboard-agent.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/dashboard-agent.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:23	100897/100897	---M-Z	200	added ('OK')	text/html	etag:%2218a21-6267320dc856f-gzip%22	https://techzaa.in/lahomes/admin/dashboard-customer.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/dashboard-customer.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:23	133097/133097	---M-Z	200	added ('OK')	text/html	etag:%22207e9-6267320dcf2cf-gzip%22	https://techzaa.in/lahomes/admin/property-grid.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/property-grid.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:23	108962/108962	---M-Z	200	added ('OK')	text/html	etag:%221a9a2-6267320dcf2cf-gzip%22	https://techzaa.in/lahomes/admin/property-list.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/property-list.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:24	84365/84365	---M-Z	200	added ('OK')	text/html	etag:%221498d-6267320dcf2cf-gzip%22	https://techzaa.in/lahomes/admin/property-details.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/property-details.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:24	87020/87020	---M-Z	200	added ('OK')	text/html	etag:%22153ec-6267320dce32f-gzip%22	https://techzaa.in/lahomes/admin/property-add.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/property-add.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:24	93111/93111	---M-Z	200	added ('OK')	text/html	etag:%2216bb7-6267320dc568f-gzip%22	https://techzaa.in/lahomes/admin/agents-list.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/agents-list.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:24	131189/131189	---M-Z	200	added ('OK')	text/html	etag:%2220075-6267320dc568f-gzip%22	https://techzaa.in/lahomes/admin/agents-grid.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/agents-grid.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:25	145312/145312	---M-Z	200	added ('OK')	text/html	etag:%22237a0-6267320dc568f-gzip%22	https://techzaa.in/lahomes/admin/agents-details.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/agents-details.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:25	85484/85484	---M-Z	200	added ('OK')	text/html	etag:%2214dec-6267320dc568f-gzip%22	https://techzaa.in/lahomes/admin/agents-add.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/agents-add.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:25	97598/97598	---M-Z	200	added ('OK')	text/html	etag:%2217d3e-6267320dc75cf-gzip%22	https://techzaa.in/lahomes/admin/customers-list.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/customers-list.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:25	103920/103920	---M-Z	200	added ('OK')	text/html	etag:%22195f0-6267320dc75cf-gzip%22	https://techzaa.in/lahomes/admin/customers-grid.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/customers-grid.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:25	120231/120231	---M-Z	200	added ('OK')	text/html	etag:%221d5a7-6267320dc75cf-gzip%22	https://techzaa.in/lahomes/admin/customers-details.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/customers-details.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:25	89120/89120	---M-Z	200	added ('OK')	text/html	etag:%2215c20-6267320dc75cf-gzip%22	https://techzaa.in/lahomes/admin/customers-add.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/customers-add.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:26	98300/98300	---M-Z	200	added ('OK')	text/html	etag:%2217ffc-6267320dcc3ef-gzip%22	https://techzaa.in/lahomes/admin/orders.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/orders.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:26	117945/117945	---M-Z	200	added ('OK')	text/html	etag:%221ccb9-6267320dd1210-gzip%22	https://techzaa.in/lahomes/admin/transactions.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/transactions.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:27	100414/100414	---M-Z	200	added ('OK')	text/html	etag:%221883e-6267320dcf2cf-gzip%22	https://techzaa.in/lahomes/admin/reviews.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/reviews.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:27	238518/238518	---M-Z	200	added ('OK')	text/html	etag:%223a3b6-6267320dcc3ef-gzip%22	https://techzaa.in/lahomes/admin/messages.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/messages.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:27	123024/123024	---M-Z	200	added ('OK')	text/html	etag:%221e090-6267320dca4af-gzip%22	https://techzaa.in/lahomes/admin/inbox.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/inbox.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:27	88887/88887	---M-Z	200	added ('OK')	text/html	etag:%2215b37-6267320dce32f-gzip%22	https://techzaa.in/lahomes/admin/post.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/post.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:28	96035/96035	---M-Z	200	added ('OK')	text/html	etag:%2217723-6267320dce32f-gzip%22	https://techzaa.in/lahomes/admin/post-details.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/post-details.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:28	79221/79221	---M-Z	200	added ('OK')	text/html	etag:%2213575-6267320dcd38f-gzip%22	https://techzaa.in/lahomes/admin/post-create.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/post-create.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:28	65940/65940	---M-Z	200	added ('OK')	text/html	etag:%2210194-6267320dcd38f-gzip%22	https://techzaa.in/lahomes/admin/pages-starter.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/pages-starter.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:28	80033/80033	---M-Z	200	added ('OK')	text/html	etag:%22138a1-6267320dcd38f-gzip%22	https://techzaa.in/lahomes/admin/pages-invoice.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/pages-invoice.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:29	4172/4172	---M-Z	200	added ('OK')	text/html	etag:%22104c-623282bff9691-gzip%22	https://techzaa.in/lahomes/admin/pages-comingsoon.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/pages-comingsoon.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:30	74818/74818	---M-Z	200	added ('OK')	text/html	etag:%2212442-6267320dcd38f-gzip%22	https://techzaa.in/lahomes/admin/pages-timeline.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/pages-timeline.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:30	3964/3964	---M-Z	200	added ('OK')	text/html	etag:%22f7c-623282bff9691-gzip%22	https://techzaa.in/lahomes/admin/pages-maintenance.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/pages-maintenance.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:30	3854/3854	---M-Z	200	added ('OK')	text/html	etag:%22f0e-623282bff9691-gzip%22	https://techzaa.in/lahomes/admin/pages-404.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/pages-404.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:31	66502/66502	---M-Z	200	added ('OK')	text/html	etag:%22103c6-6267320dcc3ef-gzip%22	https://techzaa.in/lahomes/admin/pages-404-alt.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/pages-404-alt.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:31	5891/5891	---M-Z	200	added ('OK')	text/html	etag:%221703-623282bff4871-gzip%22	https://techzaa.in/lahomes/admin/auth-signup.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/auth-signup.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:31	3888/3888	---M-Z	200	added ('OK')	text/html	etag:%22f30-623282bff4871-gzip%22	https://techzaa.in/lahomes/admin/auth-password.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/auth-password.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:32	148110/148110	---M-Z	200	added ('OK')	text/html	etag:%222428e-6267320dd40f0-gzip%22	https://techzaa.in/lahomes/admin/widgets.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/widgets.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:32	114850/114850	---M-Z	200	added ('OK')	text/html	etag:%221c0a2-6267320dcb44f-gzip%22	https://techzaa.in/lahomes/admin/layouts-dark-sidenav.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/layouts-dark-sidenav.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:32	114874/114874	---M-Z	200	added ('OK')	text/html	etag:%221c0ba-6267320dcb44f-gzip%22	https://techzaa.in/lahomes/admin/layouts-dark-topnav.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/layouts-dark-topnav.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:32	114731/114731	---M-Z	200	added ('OK')	text/html	etag:%221c02b-6267320dcb44f-gzip%22	https://techzaa.in/lahomes/admin/layouts-simple-sidenav.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/layouts-simple-sidenav.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:32	114871/114871	---M-Z	200	added ('OK')	text/html	etag:%221c0b7-6267320dcc3ef-gzip%22	https://techzaa.in/lahomes/admin/layouts-small-sidenav.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/layouts-small-sidenav.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:32	114849/114849	---M-Z	200	added ('OK')	text/html	etag:%221c0a1-6267320dcc3ef-gzip%22	https://techzaa.in/lahomes/admin/layouts-small-hover.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/layouts-small-hover.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:33	114885/114885	---M-Z	200	added ('OK')	text/html	etag:%221c0c5-6267320dcc3ef-gzip%22	https://techzaa.in/lahomes/admin/layouts-small-hover-active.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/layouts-small-hover-active.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:33	114861/114861	---M-Z	200	added ('OK')	text/html	etag:%221c0ad-6267320dcb44f-gzip%22	https://techzaa.in/lahomes/admin/layouts-hidden-sidenav.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/layouts-hidden-sidenav.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:33	114849/114849	---M-Z	200	added ('OK')	text/html	etag:%221c0a1-6267320dcb44f-gzip%22	https://techzaa.in/lahomes/admin/layouts-dark.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/layouts-dark.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:33	104238/104238	---M-Z	200	added ('OK')	text/html	etag:%221972e-6267320dd1210-gzip%22	https://techzaa.in/lahomes/admin/ui-accordion.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-accordion.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:34	97250/97250	---M-Z	200	added ('OK')	text/html	etag:%2217be2-6267320dd1210-gzip%22	https://techzaa.in/lahomes/admin/ui-alerts.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-alerts.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:34	77243/77243	---M-Z	200	added ('OK')	text/html	etag:%2212dbb-6267320dd1210-gzip%22	https://techzaa.in/lahomes/admin/ui-avatar.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-avatar.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:34	99588/99588	---M-Z	200	added ('OK')	text/html	etag:%2218504-6267320dd1210-gzip%22	https://techzaa.in/lahomes/admin/ui-badge.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-badge.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:35	79469/79469	---M-Z	200	added ('OK')	text/html	etag:%221366d-6267320dd1210-gzip%22	https://techzaa.in/lahomes/admin/ui-breadcrumb.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-breadcrumb.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:35	115643/115643	---M-Z	200	added ('OK')	text/html	etag:%221c3bb-6267320dd21b0-gzip%22	https://techzaa.in/lahomes/admin/ui-buttons.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-buttons.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:35	123404/123404	---M-Z	200	added ('OK')	text/html	etag:%221e20c-6267320dd21b0-gzip%22	https://techzaa.in/lahomes/admin/ui-card.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-card.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:36	127298/127298	---M-Z	200	added ('OK')	text/html	etag:%221f142-6267320dd21b0-gzip%22	https://techzaa.in/lahomes/admin/ui-carousel.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-carousel.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:36	85770/85770	---M-Z	200	added ('OK')	text/html	etag:%2214f0a-6267320dd21b0-gzip%22	https://techzaa.in/lahomes/admin/ui-collapse.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-collapse.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:36	155242/155242	---M-Z	200	added ('OK')	text/html	etag:%2225e6a-6267320dd21b0-gzip%22	https://techzaa.in/lahomes/admin/ui-dropdown.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-dropdown.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:36	113395/113395	---M-Z	200	added ('OK')	text/html	etag:%221baf3-6267320dd21b0-gzip%22	https://techzaa.in/lahomes/admin/ui-list-group.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-list-group.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:37	175900/175900	---M-Z	200	added ('OK')	text/html	etag:%222af1c-6267320dd3150-gzip%22	https://techzaa.in/lahomes/admin/ui-modal.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-modal.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:37	138741/138741	---M-Z	200	added ('OK')	text/html	etag:%2221df5-6267320dd40f0-gzip%22	https://techzaa.in/lahomes/admin/ui-tabs.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-tabs.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:37	114038/114038	---M-Z	200	added ('OK')	text/html	etag:%221bd76-6267320dd3150-gzip%22	https://techzaa.in/lahomes/admin/ui-offcanvas.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-offcanvas.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:37	92029/92029	---M-Z	200	added ('OK')	text/html	etag:%221677d-6267320dd3150-gzip%22	https://techzaa.in/lahomes/admin/ui-pagination.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-pagination.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:38	82193/82193	---M-Z	200	added ('OK')	text/html	etag:%2214111-6267320dd3150-gzip%22	https://techzaa.in/lahomes/admin/ui-placeholders.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-placeholders.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:39	85442/85442	---M-Z	200	added ('OK')	text/html	etag:%2214dc2-6267320dd3150-gzip%22	https://techzaa.in/lahomes/admin/ui-popovers.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-popovers.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:39	87166/87166	---M-Z	200	added ('OK')	text/html	etag:%221547e-6267320dd3150-gzip%22	https://techzaa.in/lahomes/admin/ui-progress.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-progress.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:39	73381/73381	---M-Z	200	added ('OK')	text/html	etag:%2211ea5-6267320dd3150-gzip%22	https://techzaa.in/lahomes/admin/ui-scrollspy.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-scrollspy.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:40	96688/96688	---M-Z	200	added ('OK')	text/html	etag:%22179b0-6267320dd3150-gzip%22	https://techzaa.in/lahomes/admin/ui-spinners.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-spinners.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:40	108283/108283	---M-Z	200	added ('OK')	text/html	etag:%221a6fb-6267320dd40f0-gzip%22	https://techzaa.in/lahomes/admin/ui-toasts.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-toasts.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:40	73782/73782	---M-Z	200	added ('OK')	text/html	etag:%2212036-6267320dd40f0-gzip%22	https://techzaa.in/lahomes/admin/ui-tooltips.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/ui-tooltips.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:40	94912/94912	---M-Z	200	added ('OK')	text/html	etag:%22172c0-6267320dc856f-gzip%22	https://techzaa.in/lahomes/admin/extended-ratings.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/extended-ratings.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:41	101971/101971	---M-Z	200	added ('OK')	text/html	etag:%2218e53-6267320dc856f-gzip%22	https://techzaa.in/lahomes/admin/extended-sweetalert.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/extended-sweetalert.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:41	118420/118420	---M-Z	200	added ('OK')	text/html	etag:%221ce94-6267320dc856f-gzip%22	https://techzaa.in/lahomes/admin/extended-swiper-silder.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/extended-swiper-silder.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:41	90285/90285	---M-Z	200	added ('OK')	text/html	etag:%22160ad-6267320dc856f-gzip%22	https://techzaa.in/lahomes/admin/extended-scrollbar.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/extended-scrollbar.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:42	81639/81639	---M-Z	200	added ('OK')	text/html	etag:%2213ee7-6267320dc856f-gzip%22	https://techzaa.in/lahomes/admin/extended-toastify.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/extended-toastify.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:42	84851/84851	---M-Z	200	added ('OK')	text/html	etag:%2214b73-6267320dc662f-gzip%22	https://techzaa.in/lahomes/admin/charts-apex-area.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/charts-apex-area.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:42	71769/71769	---M-Z	200	added ('OK')	text/html	etag:%2211859-6267320dc662f-gzip%22	https://techzaa.in/lahomes/admin/charts-apex-bar.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/charts-apex-bar.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:43	66692/66692	---M-Z	200	added ('OK')	text/html	etag:%2210484-6267320dc662f-gzip%22	https://techzaa.in/lahomes/admin/charts-apex-bubble.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/charts-apex-bubble.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:43	68454/68454	---M-Z	200	added ('OK')	text/html	etag:%2210b66-6267320dc662f-gzip%22	https://techzaa.in/lahomes/admin/charts-apex-candlestick.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/charts-apex-candlestick.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:43	74466/74466	---M-Z	200	added ('OK')	text/html	etag:%22122e2-6267320dc662f-gzip%22	https://techzaa.in/lahomes/admin/charts-apex-column.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/charts-apex-column.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:43	68251/68251	---M-Z	200	added ('OK')	text/html	etag:%2210a9b-6267320dc662f-gzip%22	https://techzaa.in/lahomes/admin/charts-apex-heatmap.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/charts-apex-heatmap.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:44	73727/73727	---M-Z	200	added ('OK')	text/html	etag:%2211fff-6267320dc662f-gzip%22	https://techzaa.in/lahomes/admin/charts-apex-line.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/charts-apex-line.html	(from https://techzaa.in/lahomes/admin/index.html)
08:48:44	68183/68183	---M-Z	200	added ('OK')	text/html	etag:%2210a57-6267320dc662f-gzip%22	https://techzaa.in/lahomes/admin/charts-apex-mixed.html	C:/Mes%20Sites%20Web/template5/techzaa.in/lahomes/admin/charts-apex-mixed.html	(from https://techzaa.in/lahomes/admin/index.html)
